Speech_Content_ID,Type,Name,Text,Speech_Time
478,Interjection,David Seymour," I was hoping that you might clarify, Mr Speaker.",4/05/2023 14:10
479,Speech,Speaker," I thank—actually, I thank both members, because both the question and the contribution actually answered the question: yes.",4/05/2023 14:11
480,Speech,Gerry Brownlee," Point of order, Mr Speaker. It can't be the case that both positions are correct. One has to be correct. The other, simply, was a notification of what we all know to be the fact: there is a set of Standing Orders; there is the Electoral Act. The thing that's most interesting is that you've just said that the Labour Party have notified you that Meka Whaitiri has resigned from the Labour Party. Now, what's the standing of that, because anybody could send you a letter from anywhere saying that, you know, so-and-so has resigned from their party. There has to be some basis for you to accept that, and then, when you do accept that, how does that stack up? It's a notification to you about a member having resigned from the party that they were elected to.",4/05/2023 14:11
481,a,Gerry Brownlee,The next point I'd make is: is it possible now for members just to write to you to suggest where they would prefer to be sat inside this Parliament?,4/05/2023 14:11
482,Speech,Speaker," What I will say in response to the point of order is that this House makes the laws—that's the first thing I'd say. The second thing I'd like to say: if I had've accepted and notified yesterday that the Hon Meka Whaitiri—that her seat was vacant, we'd be having an altogether different constitutional discussion right now. The only way the member can vacate the seat is by telling me under section 55 of the Act. Now, as I've told this House several times, that has not been complied with. Given that fact, there has to be some way that the Hon Meka Whaitiri is to carry out her parliamentary work, and so I have said—as I have said—for parliamentary purposes, I'm considering that she is an Independent member.",4/05/2023 14:12
483,Speech,Gerry Brownlee," Point of order, Mr Speaker. Will you be releasing, for us all to see, the advice that you've had on how you've interpreted—",4/05/2023 14:14
484,Interjection,Speaker," Sorry, I missed the first part of that.",4/05/2023 14:14
485,ContinueSpeech,Gerry Brownlee," Yeah. Will you be releasing, so that we can all see, the advice that you've had with regards to that? Because it seems to me somewhat odd that you can determine that someone is an Independent without having left their political party, and that would also then suggest that the trigger for those two clauses that you have repeatedly recited this afternoon is somewhat less than the test that you yourself are applying to them. ",4/05/2023 14:14
486,Speech,Grant Robertson," Speaking to the point of order, Mr Speaker. Just to pick up a point that you made: under Standing Order 36, the Labour Party is obliged to write to you if there is a change in our membership. We have done that—that's what you just said before. So, you know, we've fulfilled our obligations in that regard. It is at that point you then make decisions about what you need to do in response to that. It is the identical set of circumstances that occurred when Jami-Lee Ross was both expelled from and resigned from the National Party on the same day. Under those circumstances, Speaker Mallard indicated what he would do in that situation. So we have fulfilled our obligations to do that. How that then relates to the matters within the Electoral Act relates to your earlier comments about what is required for that to happen. ",4/05/2023 14:14
487,Interjection,Gerry Brownlee, Point of order. ,4/05/2023 14:14
488,Speech,Speaker," No, I'm going to rule on this, thank you. As I stated before, in terms of releasing information, communications, between myself and members, I think every single member in this House should be wary of that. As I stated before, I receive daily communications from members. That confidence—[Interruption] Who is commentating over there?",4/05/2023 14:15
489,Interjection,Simeon Brown," Oh, look, I made a comment—",4/05/2023 14:15
490,ContinueSpeech,Speaker," This is the probably one of the most serious things I've ever had to rule on, and having commentary from you, Mr Brown, is really not helpful. ",4/05/2023 14:15
491,a,Speaker,"Mr Brownlee, so it is really in the interest of every member that the Speaker not be able to release private communications on anything, but it's entirely appropriate that members, if they choose to do so, can do so.",4/05/2023 14:15
492,Speech,Chris Bishop," Point of order, Mr Speaker. Thank you, Mr Speaker; we appreciate your elucidation. I think there is one bit that we're all interested in, which is: if it would be possible for you to explain in a bit more detail how the communication you had from the Hon Meka Whaitiri did not fit within the terms of the relevant parts of the Electoral Act, because I think many people watching, and in this House, actually, regard the communication as having complied in the sense that it was sent to you, it was a message, it indicated an intent to resign from the parliamentary Labour Party and, in fact, join another party. You've outlined what the law is, carefully and deliberately. But you haven't outlined—and I think it might be helpful if you outline—how what happened didn't meet with the law, and so the factual scenario and how it measures with the law. That, I think, would be useful for us.",4/05/2023 14:16
493,Speech,Speaker," I can say to you, Mr Bishop, that you have made a number of assumptions about what you think—",4/05/2023 14:18
494,Interjection,Nicola Willis," Well, just clear it up.",4/05/2023 14:18
495,ContinueSpeech,Speaker," Nicola Willis will stand, withdraw, and apologise.",4/05/2023 14:18
496,Interjection,Nicola Willis, I withdraw and apologise.,4/05/2023 14:18
497,ContinueSpeech,Speaker," Mr Bishop, you have made a number of assumptions that are incorrect. It is not for me, after telling this House that I will not be releasing that information, to then discuss that information. That is private communication between the Speaker and a member. Any member can ask for advice. Any member can communicate with me about any matter they would like. I'm absolutely certain that none of the parties want to know and none of the members want me to tell you things that I get told as Speaker of the House. That would be highly inappropriate. I stand by what I've said before. It's entirely up to the members themselves if they wish to release any communication with me.",4/05/2023 14:18
498,Speech,Gerry Brownlee," Point of order, Mr Speaker. Can I just make it clear: I wasn't asking for that to be released. I think communications between the Speaker and members should remain between the Speaker and the member. I fully accept that. But you've read out to the House this afternoon a ruling which clearly would have had some advice provided to you in the preparation of that ruling. That advice, most likely, would have gone to some explanation—more explanation than you were able to read in the ruling that you did read—about how each of those particular provisions interact, and why it is that the conclusion should be reached that has led to your ruling today. Now, that can't be confidential. That would be between the Office of the Clerk and the Speaker, and I would have thought that that is information that should be available to every member of the House.",4/05/2023 14:19
499,Speech,David Parker," Speaking to the point of order, I suspect the answer to that is that, if the Speaker had received a notice in accordance with section 55—whatever the subsection is—of the Electoral Act that was in accordance with the Act, he would have acted on it and released the letter. That's not the sort of communication to which the Speaker's referring.",4/05/2023 14:20
500,Interjection,Gerry Brownlee, I think the point has been missed.,4/05/2023 14:20
501,Speech,Speaker," I would add to the mix that I am capable of carrying out the Office of the Speaker, and when I read things, some things are glaringly obvious to any member. The Hon David Parker is correct also.",4/05/2023 14:20
502,Speech,Speaker," Members, we now come to the debate about local issues arranged by the Business Committee under Standing Order 80. Before I call a member, there is no speaking list. Members, I do have a list as advised by both members and parties, as I am fully aware, but any member can stand. It's about local issues, not the impact of a general Government policy, and so I'll be arranging things thusly. ",4/05/2023 15:16
503,a,Speaker,"Also, the speaking time is five minutes. You've been distributed approximate times for each party. It's up to each party to manage their own time—I won't be doing that—but members have up to five minutes, so if they have split it amongst their party, they should monitor those timings themselves. ",4/05/2023 15:16
504,Speech,Speaker," I'm sure that members would wish to welcome Mr Asao Keiichiro and Mr Ito Shintaro from the National Diet of Japan, who are present in the gallery.",3/05/2023 14:01
505,Speech,Speaker," Members, I wish to inform you that under Standing Order 35(5) the Hon Meka Whaitiri is from today regarded as an independent member for parliamentary purposes. ",3/05/2023 14:01
506,Speech,Michael Woodhouse," I raise a point of order, Mr Speaker. Thank you, Mr Speaker, for that advice. I raise matters with you that I think have some very important constitutional merit. This morning, at the Waipatu Marae in Hastings, the member for Ikaroa-Rāwhiti, addressing a hui, made the following comment: ""This morning, I have officially notified the Speaker that I have resigned from the New Zealand Labour Party and have joined Te Paati Māori, effective immediately."" Now, as you know, under sections 55A and 55B of the Electoral Act, a member who ceases to be a parliamentary member of the political party for which the member was elected, where they cease to be a member, vacates that seat, effectively. Now, Ms Whaitiri has informed the public that she wrote to you, and, on the face of it, that would meet the terms of section 55B. If that were not the case, I wonder if you could inform the House whether a written notice wasn't received, and if it was received, what about sections 55A, 55B, and 55C were not met that meant that that vacation wasn't triggered? Thirdly, without wanting to cast any aspersions, I think this is an important constitutional matter, the like of which has not been tested since section 55 was amended in 2018. I wonder if you would consider tabling the correspondence that you received from Ms Whaitiri. ",3/05/2023 14:02
507,Speech,Speaker," Members will be well aware that any member can say anything they like outside of this Chamber. When it comes to, as the member has pointed out, sections 55A to 55E, then there's some very specific events that need to happen for me to declare a seat vacant. I can confirm to the House that those events have not happened, and I have therefore not done so.",3/05/2023 14:03
508,Speech,Michael Woodhouse," Speaking to that point, Mr Speaker. I accept that, and I'm certainly not wanting to challenge that. But I do think it is important, given that the intent of section 55A in substance was that when a member resigns from a parliamentary party and indicates to you, as she has, that she is now joining another political party in this House, that it behoves those parties to that correspondence to inform this Chamber how section 55A(2) is not invoked. I tread carefully for two reasons: one is that your decisions won't be challenged in that regard, but, secondly, this is a really, really important matter, and I'm not sure that we have yet had the full disclosure of what's actually transpired here. I accept the point that you make, that what Meka Whaitiri says outside this House does not count necessarily, but you yourself have acknowledged that that correspondence was received, but seemed to indicate that it was not in the form or of the substance that was described by Ms Whaitiri after she sent it to you. And I do think we need to traverse this—perhaps in more detail. ",3/05/2023 14:04
509,Speech,Grant Robertson," Speaking to the point of order. Thank you, Mr Speaker. The only point I wanted to add to from what the member just did is to make sure that we fully understand section 55A of the Electoral Act. While 55A(2), which the member alluded to, does state that the seat of the member becomes vacant under the circumstances he described, it is important to read that in the context of 53A(3), which says, ""For the purposes of subsection (2), a member of Parliament ceases to be a parliamentary member of the political party for which the member of Parliament was elected only if—"", and then goes through. So just the impression could have been gained, from what Mr Woodhouse just said, that subsection (2) stands alone—it doesn't. Subsection (3) is the determining factor of subsection (2).",3/05/2023 14:06
510,Speech,Michael Woodhouse," Speaking to that point. I accept that, and I think that was implied in what I had said, because section 55A(3)(a), basically, says that that only gets triggered if the member of Parliament delivers to the Speaker a written notice that complies with section 55B. What's not clear to me—or the House, I would expect—is whether or not that did not happen, or whether it didn't happen in a form commensurate with the requirements of section 55B.",3/05/2023 14:07
511,a,Michael Woodhouse,"I would also add this: I don't believe it was the Electoral Act's intention that the form of communication prevented the effect of the Act from being followed. So, essentially, what we may have is a situation where, because of paperwork, a person that has, in fact, resigned from a parliamentary political party and has joined another political party is nevertheless still able to maintain the seat, despite section 55A. Now, I'm not quite sure whether this is the right forum to have this litigated, but I do believe that the Chamber and the public have a right to understand exactly how the Electoral Act has been interpreted in this situation.",3/05/2023 14:07
512,Speech,Speaker," I think it would be a dangerous situation for the Speaker of the House to start interpreting things that clearly have not been officially submitted to me. Now, as I began my ruling, members can say whatever they like outside of this House, but unless they inform me in the correct way by sending me a signed letter that that is the case, I can't act on it, and I'm not prepared to do that until I get a letter signed by the member concerned that what she has said outside is her intention to do. ",3/05/2023 14:08
513,Interjection,Chris Bishop," Point or order, Mr Speaker. ",3/05/2023 14:08
514,ContinueSpeech,Speaker, Is this a new one? ,3/05/2023 14:08
515,Speech,Chris Bishop," Yeah, it's a very important point, sir, because section 53B puts out three requirements. One is that it has to be signed by the member of Parliament, and you've just stressed the word ""signature"" or ""signed"" a couple of times, which may be a giveaway. So could I ask you: is the issue that it was received electronically without an actual physical signature—which I think would be debatable, because it's a longstanding rule now that electronic signatures are available and emails can be, essentially, received electronically?",3/05/2023 14:09
516,a,Chris Bishop,The second point is that it has to be addressed to the Speaker. That seems like a matter of form. Is that the issue?,3/05/2023 14:09
517,a,Chris Bishop,"Then the third issue, sir, which I do think the House needs some ventilation on, is the issue of resignation from a parliamentary membership of a political party. Is it the case, sir, that something turns on the word ""parliamentary""? Members with long memories will remember the incident in 2002, when the Hon Jim Anderton resigned from the leadership of The Alliance Party but remained a parliamentary member of The Alliance Party for various parliamentary reasons. Are you, sir, drawing a distinction between Ms Whaitiri's membership of the Labour Party, in the incorporated society sense of membership, and membership of the Labour Party for political purposes, in a parliamentary sense? I know it sounds technical, but this is an important matter.",3/05/2023 14:09
518,Speech,Speaker," To the first part, I can confirm to the House that I have not received any letter of resignation, signed or unsigned, OK? So that's the first part. What I have received—[Interruption] This is important, OK? So interrupting while I'm making a ruling—you might find it funny, but this is a serious issue. What I have been advised by an—before I say this, actually, I believe I follow the law to the letter, and so when I tell this House that I do not have a letter, I actually mean it: I don't. What I have got is an indication from the Hon Meka Whaitiri that for parliamentary purposes, she has withdrawn her vote with the Labour Party, which, under Standing Order 144 and Standing Order 145, any member can do that, and therefore she is no longer voting with the Labour Party, and she can, as any member can, give her proxy vote to whomever she likes.",3/05/2023 14:10
519,Speech,Michael Woodhouse," Last question, Mr Speaker, if you'll indulge me—well, it's two. Was that communication in writing, and, secondly, was a letter—paper or electronic—sent to your office that was subsequently withdrawn?",3/05/2023 14:12
520,Speech,Speaker, I have received the letter—the email that I spoke about—asking for her vote to be withdrawn. That was received by email.,3/05/2023 14:12
521,Speech,David Seymour," Can you, please, just clarify: do you regard Meka Whaitiri as being a member of the parliamentary Labour Party or not? Now, I apologise if you feel you've addressed that, but I think it would be helpful for everyone to understand what your position is on that question. And, if the answer is no, then I don't really see how a vacancy cannot be created. If you could just answer that question, it would be very helpful to know.",3/05/2023 14:12
522,Speech,Speaker," It's really not for me to determine who is in which party. For whatever reason she has made that decision to write to me to withdraw her proxy is entirely up to her. That does not mean to say that I can interpret that she has left the Labour Party, but this is for parliamentary purposes.",3/05/2023 14:13
523,Speech,Chris Bishop," Point of order. Quite a lot flows from this, Mr Speaker. In the interpretation of the allocation of supplementary questions and oral questions, as part of the rota, which is done proportionally, will the Hon Meka Whaitiri be regarded as a Māori Party MP for the purposes of oral and supplementary questions, and the general debate determination?",3/05/2023 14:14
524,Speech,Speaker, She'll be regarded as an Independent member for those purposes.,3/05/2023 14:14
525,Speech,David Seymour," Speaking to that, if she's regarded as an Independent member, that can only come as an effect of her communications with you. And, if she's given you a communication that can have that effect, how can it possibly not also create a vacancy?",3/05/2023 14:14
526,Speech,Grant Robertson," Speaking to the point of order. I'd just refer that member to what you did, which is Standing Orders 144 and 145. Standing Orders there are with respect to votes that are held in this House. Communications about that are not the same as communications about the Electoral Act.",3/05/2023 14:15
527,Speech,Michael Woodhouse," Perhaps, actually, I should just preface my question with saying that these questions might go away if the communication was released. But my question is: given your answer—",3/05/2023 14:15
528,Interjection,Grant Robertson, You're questioning the Speaker.,3/05/2023 14:15
529,ContinueSpeech,Michael Woodhouse," No, and I have prefaced every single comment about that with a clarification that that's absolutely not what I'm doing. But, Mr Speaker, you have just said that Meka Whaitiri wishes to be recognised for parliamentary purposes as an Independent member of Parliament. And that can only happen if she has resigned from the parliamentary Labour Party, and therefore it is, I think, worth considering, whether it's here or somewhere else, whether section 55B(c)(ii) has been met and, if that was inside a communication to you and signed by the member, I think there is still an open question about whether section 55A(2) has also been triggered.",3/05/2023 14:15
530,Speech,Speaker," The law as currently drafted allows no judgment at all to be exercised by the Speaker. A vacancy can only be declared if notice is given in a specific and correct way to the Speaker. That, as I have said now three times, has not happened.",3/05/2023 14:16
531,Interjection,Gerry Brownlee," Point of order, Mr Speaker. ",3/05/2023 14:16
532,ContinueSpeech,Speaker, A new point of order? ,3/05/2023 14:16
533,Interjection,Gerry Brownlee, Yeah. ,3/05/2023 14:16
534,ContinueSpeech,Speaker, The Hon Gerry Brownlee. ,3/05/2023 14:16
535,Speech,Gerry Brownlee," Mr Speaker, doesn't that raise the question of why you were able to make the judgment that the member is now an Independent? The two Standing Orders that were quoted by Mr Robertson relate to persons who have given their proxy or who are part of a caucus. Once you withdraw from a caucus—then if you are not able to make a judgment, why are you able to stand in the House today and declare that Ms Whaitiri will be an Independent member? ",3/05/2023 14:17
536,Speech,Speaker," I thank the member for his question. It's entirely up to the member themselves. As I've said already, I'm not making a judgment on which party that the member is part of—that's not my role. As I said in previous rulings, the Act is very clear, and until I have got a letter stating that the member has resigned under that section, then she is still a member of Parliament. ",3/05/2023 14:17
537,Speech,Gerry Brownlee," Speaking to the point of order, Mr Speaker. Thank you for that clarification, sir. Then why are you able to make a determination that the allocation of parliamentary time will be removed from the Labour Party and given to the Independent member, when that would seem to contravene all of the intentions of the two Standing Orders raised by Mr Robertson? ",3/05/2023 14:18
538,Speech,Speaker," Regardless of the way that the Hon Meka Whaitiri has advised both the public, the Labour Party, or anyone else about anything that she's doing, she has not notified me. So she can, as a member of this House, tell me that her proxy vote is not with the Labour Party now, as I've said before, and, for parliamentary purposes, that she is regarded as an Independent member of Parliament. ",3/05/2023 14:19
539,Speech,Chris Bishop," Point of order, Mr Speaker. Well, this is difficult, because if she is regarded by you as an Independent member, which you have said that she is, she has fulfilled and she has told—like, you can't regard her as an Independent member unless she has told you something. ",3/05/2023 14:20
540,Interjection,Speaker, Only for parliamentary purposes. ,3/05/2023 14:20
541,ContinueSpeech,Chris Bishop," Well, if she is regarded as an Independent member of Parliament and you've indicated that for the purposes of the allocation of supplementaries, etc., she will be regarded as an Independent member of Parliament, in a parliamentary sense she has fulfilled section 55B. She has notified you—by definition, she must have notified you, because you've just indicated you're regarding her as that. She has fulfilled section 55B, which therefore triggers the rest of the Act, and the seat is vacated. I'm struggling to see how you can regard her as an Independent member if for voting purposes and for proportionality purposes she is not regarded as a member of the Labour Party any more, she can be an Independent member of Parliament in this House, and that not trigger the Electoral Act. Parliament explicitly changed the law back in 2018 to make it so that in those circumstances, those members of Parliament who do that, who distort the proportionality of Parliament by leaving the political party with which they were elected—and leaving aside the merits of whether or not that was a good idea to do it or not, the law is the law. ",3/05/2023 14:20
542,Speech,David Seymour," Speaking to the point of order, Mr Speaker. Would this whole matter not be so much simpler if you simply retracted your statement that she is an Independent member and instead said that she remains a member of the parliamentary Labour Party who has decided to have her proxy vote exercised independent of that party? Because it seems that otherwise we have a total contradiction.",3/05/2023 14:21
543,Speech,Grant Robertson," Speaking to that point of order. Just on that very specific point, it is a very longstanding convention that it is members of this House that decide their vote, and members of this House, as is covered by the Standing Orders we've been discussing before, who can indicate, at any given moment, who is casting their vote. So the way round that the member put it would not be consistent with where we are. It is up to a member of Parliament to indicate that. I'm not going into the other bit, but on that piece, it would be that way round, not the other way round.",3/05/2023 14:22
544,Speech,James Shaw," Speaking to the point of order, Mr Speaker. Thank you. I mean, the confusion here, I think, is that when you look at the purpose of the bill, it says that it provides for a member to vacate their seat in Parliament if they choose to give notice to the Speaker of their ceasing parliamentary membership of the party for which they were elected. So is it our understanding that she has not ceased to be a member of the parliamentary Labour Party but that she has withdrawn her vote from the parliamentary Labour Party? Is that what we're being told?",3/05/2023 14:22
545,Speech,Speaker," Yeah; there are several different issues going on, and a lot of them are repeating or asking the same thing that I've already answered. For parliamentary purposes, the Hon Meka Whaitiri being an Independent MP is a determination under the Standing Orders. She has not told me that she is an Independent MP, but for the purposes of Parliament, I have notified the House that she has asked me and informed me that she has withdrawn her proxy from the Labour Party and she wishes to sit somewhere else. That's it.",3/05/2023 14:23
546,Speech,David Parker," I move, That, under sections 7 and 8A of the Judicial Conduct Commissioner and Judicial Conduct Panel Act 2004, this House recommend Her Excellency the Governor-General appoint Mary Elizabeth Ollivier as Deputy Judicial Conduct Commissioner for a term of four years. ",3/05/2023 16:21
547,Speech,Speaker, I declare the House in committee for further consideration of the Appropriation (2021/22 Confirmation and Validation) Bill. ,3/05/2023 16:22
548,Speech,Chairperson," Members, the House is in committee on the Appropriation (2021/22 Confirmation and Validation) Bill. This is the debate on the financial position of the Government and the annual reviews of departments, Offices of Parliament, Crown entities, public organisations, and State enterprises as reported on by select committees. There are seven hours, 30 minutes remaining for this debate. ",3/05/2023 16:22
549,a,Chairperson,"Standing Orders 356(2) and (3) have been set aside, so there will be no sector-specific debates. Instead, specific Ministers will be available each day to respond to specific portfolios. The Government has indicated that the Minister for the Environment, the Minister of Local Government, the Minister of Immigration, the Minister of Police, the Minister for Oceans and Fisheries, and the Minister of Housing will be available today to respond to the members' questions. ",3/05/2023 16:22
550,a,Chairperson,Time for this debate has been allocated to parties on a proportional basis. Each debate will be led off by the chairperson or another member of the committee that considered annual reviews most closely related to the Minister's portfolios. The Minister for the Environment is now available for 30 minutes to respond to members' questions. ,3/05/2023 16:22
551,Speech,Jan Tinetti," Mr Speaker, I seek leave to correct an answer I gave to an oral question on 22 February 2023.",2/05/2023 14:01
552,Interjection,Speaker, Is there any objection to this course of action being followed? There appears to be none.,2/05/2023 14:01
553,ContinueSpeech,Jan Tinetti," On 22 February, in answer to a supplementary question to question No. 10, I stated that: ""I already have. It is a decision for the Ministry of Education."" I subsequently became aware that my office did have input into the timing of the release of the data through email correspondence with officials at the Ministry of Education. This correspondence has been released under the Official Information Act.",2/05/2023 14:01
554,Speech,Speaker," Members, I have received a letter from Teanau Tuiono and Ricardo Menéndez March seeking to debate, under Standing Order 399, reports of recent dawn raids conducted by Immigration New Zealand against visa overstayers. While arrests resulting from early-morning raids have occurred from at least July 2022, the requirement of ""recent occurrence"" depends upon when it becomes publicly known, so I consider this requirement has been met—Speakers' rulings 204/6. In considering the application for an urgent debate, while there is ministerial responsibility, it is also relevant whether there are other parliamentary means of debating the subject. In this instance, the Minister of Immigration is scheduled to attend the annual review debate tomorrow afternoon, where this matter can be debated—therefore, the application is declined.",2/05/2023 14:56
555,Speech,Grant Robertson," I move, That under section 131(b) of the Electoral Act 1993, a vacancy in the Mt Albert Electoral District having arisen and the House having been informed that a general election is to be held within six months of the occurrence of the vacancy, no writ be issued for the election of a member of Parliament for that Electoral District to supply the vacancy occasioned by the resignation of Jacinda Kate Laurell Ardern. ",2/05/2023 14:57
556,Speech,Speaker, I declare the House in committee for further consideration of the Appropriation (2021/22 Confirmation and Validation) Bill. ,2/05/2023 14:58
557,Speech,Chairperson," Members, the House is in committee on the Appropriation (2021/22 Confirmation and Validation) Bill. This is the debate on the financial position of the Government and the annual reviews of departments, offices of Parliament, Crown entities, public organisations, and State enterprises, as reported on by select committees. There are nine hours remaining in this debate. Standing Orders 356(2) and (3) have been set aside, so there will be no sector-specific debates. Instead, specific Ministers will be available each day to respond to specific portfolios. The Government has indicated that the Minister of Transport and the Minister for Social Development and Employment will each be available for 45 minutes today to respond to members' questions. The time for this debate has been allocated to parties on a proportional basis. Each debate will be led off by the chairperson or another member of the committee that considered the annual reviews most closely related to the Minister's portfolios. The Minister of Transport is now available for 45 minutes to respond to members' questions.",2/05/2023 14:58
558,Speech,Speaker," I'm sure that members would wish to welcome the Hon Richard Marles, Australia's Deputy Prime Minister and Minister for Defence, and his accompanying delegation, who are present in the gallery.",6/04/2023 14:00
559,Speech,Maureen Pugh," Thank you very much, Mr Speaker. Last night, the National whips held proxies for all National members in favour of the Sale and Supply of Alcohol (Exemption for Race Meetings) Amendment Bill. Unfortunately, due to an administrative error, these votes were not cast on behalf of the members not in the Chamber. I seek leave for those 25 votes to be added to the Ayes and the result of the vote adjusted accordingly, and will supply the names of the proxies to the Clerk to include in the result.",6/04/2023 14:03
560,Speech,Speaker, Leave is sought for that purpose. Is there any objection? There—,6/04/2023 14:03
561,Intervention,Grant Robertson," Speaking to the point of order, I don't want to object, Mr Speaker; I just want to, because I wasn't in the House last night, understand whether that affects the result of the bill. No, it doesn't? OK, that's fine.",6/04/2023 14:03
562,ContinueSpeech,Speaker, OK. Leave is sought for that purpose. Is there any objection? Appears to be none. The result will be corrected.,6/04/2023 14:03
563,Speech,Tangi Utikere," Last night, during the vote on the first reading of the Sale and Supply of Alcohol (Harm Minimisation) Amendment Bill, the votes of five Labour members were not cast. I seek leave for those votes to be added and the result of the vote adjusted accordingly. I will supply the names of the members to the Clerk; four were opposed and one was in favour.",6/04/2023 15:45
564,Speech,Tim Van De Molen," I raise a point of order, Mr Speaker. It's not clear, but were proxies held for those members at the time?",6/04/2023 15:46
565,Speech,Tangi Utikere," Speaking to the point of order, yes, I confirm that the five members had proxies that were held.",6/04/2023 15:46
566,Speech,Deputy Speaker," So there is none. That vote is corrected and the result is now Ayes 30, Noes 89.",6/04/2023 15:46
567,Speech,David Parker," Point of order, Mr Speaker. I seek leave to correct an answer to a supplementary question to oral question No. 3 yesterday. ",5/04/2023 14:00
568,Interjection,Speaker, Leave is sought for that purpose. Is there any objection? There appears to be none. ,5/04/2023 14:00
569,ContinueSpeech,David Parker," Yesterday, in response to a question from the Hon Eugenie Sage, I said that the member, when she was Minister of Conservation, ""approved of the Sea Change proposals which did have the continuation of trawl corridors"". Although the member in her former role as Minister of Conservation was involved in the development of the Government's response to Sea Change, she was not the Minister at the time that the response was approved by Cabinet. I apologise to the member in the House for that error. ",5/04/2023 14:00
570,Speech,Kiritapu Allan," I move, That under sections 5 and 5A of the Independent Police Conduct Authority Act 1988 and section 32 of the Crown Entities Act 2004, this House recommend to Her Excellency the Governor-General the appointment of Associate High Court Judge Kenneth Johnston KC as Chairperson of the Independent Police Conduct Authority for a term of five years commencing on 1 May 2023. ",4/04/2023 14:58
571,a,Kiritapu Allan,"The Independent Police Conduct Authority's important function is to investigate complaints alleging any misconduct or neglect of duty by a member of the police or concerning any practice, policy, or procedure of the police affecting the complainant. The authority is also responsible for investigating any incident involving serious bodily harm or death notification to the authority by the Commissioner of Police. ",4/04/2023 14:58
572,a,Kiritapu Allan,"The Independent Police Conduct Authority is the only official New Zealand Police oversight body and, as such, it's important that its work is led by the people of the highest calibre. The term of the authority's present chairperson, Judge Colin Doherty, expired on 29 August 2022. However, his appointment remained in force under carry-over provisions. Judge Doherty did not seek reappointment for a further term, but agreed to continue in office to oversee the completion of several high-profile investigations. I want to take this opportunity to sincerely thank him for his work over a significant period of time. His contribution was certainly received gratefully by us all. ",4/04/2023 14:58
573,a,Kiritapu Allan,"This brings me to the appointment of Associate Judge Kenneth Johnston KC. Associate Judge Johnston was appointed to the High Court bench in early 2018. He practised as a barrister from 2007 to 2018, and was made King's Counsel in 2016. The majority of his early career was with MinterEllisonRuddWatts, including seven years as managing partner. He has experience as chair of the Teachers Disciplinary Tribunal and deputy chair of the Health Practitioners Disciplinary Tribunal. ",4/04/2023 14:58
574,a,Kiritapu Allan,"Associate Judge Johnston has experience in criminal work as both a prosecutor and defence counsel in jury and appellate trials and in civil work, including general civil and commercial litigation, trusts and estates, construction, employment, family, and professional disciplinary litigation. His overall experience in governance, investigatory, disciplinary, and criminal work gives him the requisite experience and ability to undertake the work of the chair of the Independent Police Conduct Authority. Therefore, it is with great pleasure that I commend to the House Associate Judge Johnston for this very important role. ",4/04/2023 14:58
575,Speech,Speaker, The question is that the motion be agreed to. ,4/04/2023 15:02
576,Speech,Speaker," Members, I have received a letter from Christopher Luxon seeking to debate under Standing Order 399 the decision by the Prime Minister to dismiss Stuart Nash as a Minister. The application was received on Tuesday, 28 March, but because of urgency, this is the first opportunity to consider it. ",30/03/2023 14:53
577,a,Speaker,"This is a particular case of recent occurrence for which there is ministerial responsibility. The dismissal of a Minister is a significant matter. After weighing up the circumstances and the public interest in ministerial probity, I have decided to grant the application. ",30/03/2023 14:53
578,a,Speaker,"Before proceeding, I would like the House to consider the fact that the Prime Minister and Leader of the Opposition do not generally attend Thursday sittings. While Ministers can act for each other, the dismissal of a Minister is something only the Prime Minister can do. It may be more difficult for another Minister to have the knowledge to act for the Prime Minister. ",30/03/2023 14:53
579,a,Speaker,"In this instance, therefore, I am going to seek leave of the House to hold the urgent debate on Tuesday, 6 April. It is entirely up to this House to decide whether it does or not. Any one member can object to this, but, having outlined my intention to seek that leave, I do so now. Is there any objection? There is objection. ",30/03/2023 14:53
580,a,Speaker,I call on a member to move on behalf of Christopher Luxon that the House take note of a matter of urgent public importance. ,30/03/2023 14:53
581,Speech,Dr Elizabeth Kerekere, Point of order. I seek leave of the House to correct our vote on that last vote.,30/03/2023 9:17
582,Speech,Assistant Speaker," Are there any objections to that? There are no objections. Please go ahead, Dr Elizabeth Kerekere.",30/03/2023 9:18
583,ContinueSpeech,Dr Elizabeth Kerekere, It turns out we're not opposing that bill; we are in favour. So 10 votes in favour on that last vote.,30/03/2023 9:18
584,Speech,Assistant Speaker, So then the vote is unanimous on that last bill. Thank you. The Digital Identity Services Trust Framework Bill is set down for third reading immediately. ,30/03/2023 9:18
585,Speech,Nicole Mckee," Thank you, Madam Speaker. I seek leave to change a vote that the ACT Party just did on the last bill. ",29/03/2023 11:43
586,Interjection,Assistant Speaker, Leave is sought for that purpose. Are there any objections? There are no objections.,29/03/2023 11:43
587,ContinueSpeech,Nicole Mckee," Thank you, Madam Speaker. In the Regulatory Systems (Education) Amendment Bill, the last two votes that were taken—the one to support the bill and the one for the referral to the select committee—I had incorrectly supported with 10 votes from ACT, and need to change that with 9 votes from ACT for both of those. ",29/03/2023 11:43
588,Speech,Assistant Speaker," The Clerk will amend the votes for those two. Thank you, Nicole McKee. ",29/03/2023 11:43
